Symbol,Company Name,"Industry<path fill-rule=""evenodd"" d=""M14.707 12.707a1 1 0 01-1.414 0L10 9.414l-3.293 3.293a1 1 0 01-1.414-1.414l4-4a1 1 0 011.414 0l4 4a1 1 0 010 1.414z"" clip-rule=""evenodd"">",Market Cap
RSLS,ReShape Lifesciences,Health Care Equipment & Supplies,44.20M
RVP,Retractable Technologies,Health Care Equipment & Supplies,323.09M
RWLK,ReWalk Robotics,Health Care Equipment & Supplies,83.06M
SDC,SmileDirectClub,Health Care Equipment & Supplies,2.09B
SENS,Senseonics Holdings,Health Care Equipment & Supplies,1.61B
SIBN,"SI-BONE, Inc.",Health Care Equipment & Supplies,772.89M
SIEN,Sientra,Health Care Equipment & Supplies,339.28M
SILK,Silk Road Medical,Health Care Equipment & Supplies,2.13B
SINT,SINTX Technologies,Health Care Equipment & Supplies,30.14M
SMLR,Semler Scientific,Health Care Equipment & Supplies,1.01B
SNN,Smith & Nephew,Health Care Equipment & Supplies,15.48B
SOLY,Soliton,Health Care Equipment & Supplies,443.38M
SONX,Sonendo,Health Care Equipment & Supplies,258.00M
SPNE,SeaSpine Holdings,Health Care Equipment & Supplies,566.36M
SRDX,SurModics,Health Care Equipment & Supplies,754.36M
SRTS,Sensus Healthcare,Health Care Equipment & Supplies,67.34M
SSKN,STRATA Skin Sciences,Health Care Equipment & Supplies,62.89M
STAA,STAAR Surgical,Health Care Equipment & Supplies,5.74B
STE,Steris,Health Care Equipment & Supplies,23.52B
STIM,Neuronetics,Health Care Equipment & Supplies,141.86M
STXS,Stereotaxis,Health Care Equipment & Supplies,453.01M
SWAV,ShockWave Medical,Health Care Equipment & Supplies,7.84B
SYK,Stryker,Health Care Equipment & Supplies,101.21B
TCMD,Tactile Systems Technology,Health Care Equipment & Supplies,699.11M
TELA,TELA Bio,Health Care Equipment & Supplies,193.06M
TFX,Teleflex,Health Care Equipment & Supplies,16.81B
THMO,ThermoGenesis Holdings,Health Care Equipment & Supplies,19.89M
TMDI,Titan Medical,Health Care Equipment & Supplies,187.47M
TMDX,TransMedics Group,Health Care Equipment & Supplies,783.81M
TNDM,Tandem Diabetes Care,Health Care Equipment & Supplies,8.62B
TRIB,Trinity Biotech,Health Care Equipment & Supplies,41.80M
UTMD,Utah Medical Products,Health Care Equipment & Supplies,360.92M
VAPO,Vapotherm,Health Care Equipment & Supplies,602.32M
VIVE,Viveve Medical,Health Care Equipment & Supplies,22.88M
VIVO,Meridian Bioscience,Health Care Equipment & Supplies,824.15M
VNRX,VolitionRX,Health Care Equipment & Supplies,186.81M
VRAY,ViewRay,Health Care Equipment & Supplies,1.22B
VREX,Varex Imaging,Health Care Equipment & Supplies,1.06B
WST,West Pharmaceutical Services,Health Care Equipment & Supplies,31.61B
XAIR,Beyond Air,Health Care Equipment & Supplies,247.38M
XRAY,Dentsply Sirona,Health Care Equipment & Supplies,12.70B
XTNT,Xtant Medical Holdings,Health Care Equipment & Supplies,100.58M
ZBH,Zimmer Biomet,Health Care Equipment & Supplies,30.45B
ZSAN,Zosano Pharma,Health Care Equipment & Supplies,81.14M
ZYXI,Zynex,Health Care Equipment & Supplies,437.63M
ABC,AmerisourceBergen,Health Care Providers & Services,25.52B
ACET,Adicet Bio,Health Care Providers & Services,290.72M
ACHC,Acadia Healthcare Company,Health Care Providers & Services,5.68B
ADUS,Addus HomeCare,Health Care Providers & Services,1.53B
AHCO,AdaptHealth,Health Care Providers & Services,3.54B
AIH,Aesthetic Medical International,Health Care Providers & Services,96.85M
ALHC,Alignment Healthcare,Health Care Providers & Services,3.74B
AMED,Amedisys,Health Care Providers & Services,5.78B
AMEH,Apollo Medical Holdings,Health Care Providers & Services,3.14B
AMN,AMN Healthcare Services,Health Care Providers & Services,4.85B
AMS,American Shared Hospital Services,Health Care Providers & Services,17.02M
ANTM,Anthem,Health Care Providers & Services,104.07B
AVCO,Avalon GloboCare,Health Care Providers & Services,87.97M
BKD,Brookdale Senior Living,Health Care Providers & Services,1.28B
CAH,Cardinal Health,Health Care Providers & Services,13.80B
CCEL,Cryo-Cell International,Health Care Providers & Services,107.47M
CCM,Concord Medical Services,Health Care Providers & Services,107.67M
CCRN,Cross Country Healthcare,Health Care Providers & Services,789.87M
CHE,Chemed,Health Care Providers & Services,7.72B
CI,Cigna,Health Care Providers & Services,73.51B
CMPS,COMPASS Pathways,Health Care Providers & Services,1.80B
CNC,Centene,Health Care Providers & Services,41.86B
CO,Global Cord Blood,Health Care Providers & Services,495.93M
CRVL,CorVel,Health Care Providers & Services,3.28B
CSU,Capital Senior Living,Health Care Providers & Services,64.21M
CTEK,CynergisTek,Health Care Providers & Services,21.33M
CVET,Covetrus,Health Care Providers & Services,2.74B
CVS,CVS Health,Health Care Providers & Services,119.62B
CYH,Community Health Systems,Health Care Providers & Services,1.71B
DGX,Quest Diagnostics,Health Care Providers & Services,18.07B
DVA,DaVita,Health Care Providers & Services,10.73B
EHC,Encompass Health,Health Care Providers & Services,6.36B
ENSG,The Ensign Group,Health Care Providers & Services,4.33B
ENZ,Enzo Biochem,Health Care Providers & Services,165.77M
FLGT,Fulgent Genetics,Health Care Providers & Services,2.56B
FMS,Fresenius Medical Care,Health Care Providers & Services,19.95B
FVE,Five Star Senior Living,Health Care Providers & Services,131.17M
GH,Guardant Health,Health Care Providers & Services,12.20B
GTS,Triple-S Management,Health Care Providers & Services,840.95M
HCA,HCA Healthcare,Health Care Providers & Services,80.35B
HNGR,"Hanger, Inc.",Health Care Providers & Services,732.41M
HQY,HealthEquity,Health Care Providers & Services,5.69B
HSIC,Henry Schein,Health Care Providers & Services,10.71B
HUM,Humana,Health Care Providers & Services,59.05B
IMAC,IMAC Holdings,Health Care Providers & Services,35.45M
INFU,InfuSystem Holdings,Health Care Providers & Services,336.71M
JYNT,The Joint Corp.,Health Care Providers & Services,1.26B
LH,LabCorp,Health Care Providers & Services,27.84B
LHCG,LHC Group,Health Care Providers & Services,4.43B
MCK,McKesson,Health Care Providers & Services,32.18B
MD,"MEDNAX, Inc.",Health Care Providers & Services,2.31B
MGLN,Magellan Health,Health Care Providers & Services,2.50B
MODV,ModivCare,Health Care Providers & Services,2.29B
MOH,Molina Healthcare,Health Care Providers & Services,17.28B
NHC,National HealthCare,Health Care Providers & Services,1.09B
NRC,National Research,Health Care Providers & Services,1.17B
NVOS,Novo Integrated Sciences,Health Care Providers & Services,46.09M
OMI,Owens & Minor,Health Care Providers & Services,2.76B
OSH,Oak Street Health,Health Care Providers & Services,11.69B
OTRK,Ontrak,Health Care Providers & Services,181.52M
PDCO,Patterson Companies,Health Care Providers & Services,3.18B
PETQ,"PetIQ, Inc.",Health Care Providers & Services,747.00M
PGNY,Progyny,Health Care Providers & Services,5.54B
PINC,Premier,Health Care Providers & Services,4.83B
PMD,Psychemedics,Health Care Providers & Services,45.89M
PNTG,Pennant Group,Health Care Providers & Services,768.89M
PROG,Progenity,Health Care Providers & Services,460.61M
PRPO,Precipio,Health Care Providers & Services,59.15M
RCM,R1 RCM Inc.,Health Care Providers & Services,6.07B
RDNT,RadNet,Health Care Providers & Services,1.71B
RHE,Regional Health Properties,Health Care Providers & Services,12.14M
SEM,Select Medical Holdings,Health Care Providers & Services,4.56B
SGRY,Surgery Partners,Health Care Providers & Services,3.36B
SMED,Sharps Compliance,Health Care Providers & Services,158.76M
SSY,SunLink Health Systems,Health Care Providers & Services,16.69M
THC,Tenet Healthcare,Health Care Providers & Services,7.65B
TVTY,Tivity Health,Health Care Providers & Services,1.27B
UHS,Universal Health Services,Health Care Providers & Services,10.39B
UNH,UnitedHealth,Health Care Providers & Services,428.19B
USPH,U.S. Physical Therapy,Health Care Providers & Services,1.41B
VMD,Viemed Healthcare,Health Care Providers & Services,232.35M
XGN,Exagen,Health Care Providers & Services,195.30M
ACCD,Accolade,Health Care Technology,2.69B
CERN,Cerner,Health Care Technology,22.55B
CHNG,Change Healthcare,Health Care Technology,6.76B
CPSI,Computer Programs & Systems,Health Care Technology,528.07M
CSLT,Castlight Health,Health Care Technology,298.07M
EVH,Evolent Health,Health Care Technology,2.62B
GDRX,GoodRx Holdings,Health Care Technology,17.37B
HCAT,Health Catalyst,Health Care Technology,2.75B
HSTM,HealthStream,Health Care Technology,854.39M
HTGM,HTG Molecular Diagnostics,Health Care Technology,40.69M
ICAD,"iCAD, Inc.",Health Care Technology,262.63M
INOV,Inovalon Holdings,Health Care Technology,6.32B
INSP,Inspire Medical Systems,Health Care Technology,7.24B
MDRX,Allscripts Healthcare Solutions,Health Care Technology,1.73B
MTBC,"MTBC, Inc.",Health Care Technology,120.12M
NH,NantHealth,Health Care Technology,194.70M
NXGN,NextGen Healthcare,Health Care Technology,1.11B
OMCL,Omnicell,Health Care Technology,7.58B
OPRX,OptimizeRx,Health Care Technology,1.70B
PHR,Phreesia,Health Care Technology,3.62B
RNLX,Renalytix AI,Health Care Technology,919.26M
SDGR,Schrodinger,Health Care Technology,4.06B
SLP,Simulations Plus,Health Care Technology,1.00B
STRM,Streamline Health Solutions,Health Care Technology,79.23M
TDOC,Teladoc Health,Health Care Technology,24.25B
TRHC,Tabula Rasa HealthCare,Health Care Technology,697.64M
VCRA,Vocera Communications,Health Care Technology,1.99B
VEEV,Veeva Systems,Health Care Technology,48.30B
WORX,SCWorx,Health Care Technology,19.18M
AGTI,Agiliti,Health Information Services,3.07B
AMWL,Amwell,Health Information Services,2.31B
CMAX,CareMax,Health Information Services,803.69M
CNVY,Convey Holding Parent,Health Information Services,551.25M
DH,Definitive Healthcare,Health Information Services,3.52B
DOCS,Doximity,Health Information Services,13.69B
FORA,Forian,Health Information Services,330.47M
HCTI,Healthcare Triangle,Health Information Services,98.88M
HLTH,Cue Health,Health Information Services,1.49B
PRVA,Privia Health Group,Health Information Services,2.73B
SGFY,Signify Health,Health Information Services,2.85B
SHCR,Sharecare,Health Information Services,2.49B
SLGC,SomaLogic,Health Information Services,2.28B
SMFR,Sema4 Holdings,Health Information Services,1.99B
SNCE,Science 37,Health Information Services,37.01M
SOPH,SOPHiA GENETICS,Health Information Services,894.01M
UPH,UpHealth,Health Information Services,247.81M
UTRS,Minerva Surgical,Health Information Services,264.83M
ZCMD,Zhongchao,Health Information Services,40.80M
BHG,Bright Health Group,Healthcare Plans,5.36B
CLOV,Clover Health,Healthcare Plans,3.35B
MPLN,MultiPlan,Healthcare Plans,3.03B
MRAI,Marpai,Healthcare Plans,100.07M
OSCR,Oscar Health,Healthcare Plans,3.56B
LESL,Leslie's,Home Improvement Retail,3.99B
ABNB,Airbnb,"Hotels, Restaurants & Leisure",109.76B
ACEL,Accel Entertainment,"Hotels, Restaurants & Leisure",1.26B
AESE,Allied Esports Entertainment,"Hotels, Restaurants & Leisure",72.80M
AGS,PlayAGS,"Hotels, Restaurants & Leisure",329.35M
ARCO,Arcos Dorados Holdings,"Hotels, Restaurants & Leisure",976.64M
ARKR,Ark Restaurants,"Hotels, Restaurants & Leisure",57.62M
ARMK,Aramark,"Hotels, Restaurants & Leisure",9.54B
BALY,Bally's Corporation,"Hotels, Restaurants & Leisure",2.57B
BBQ,BBQ Holdings,"Hotels, Restaurants & Leisure",140.36M
BDL,Flanigan's Enterprises,"Hotels, Restaurants & Leisure",55.74M
BH,Biglari Holdings,"Hotels, Restaurants & Leisure",524.75M
BJRI,BJ's Restaurants,"Hotels, Restaurants & Leisure",800.93M
BLMN,Bloomin' Brands,"Hotels, Restaurants & Leisure",2.01B
BVH,Bluegreen Vacations,"Hotels, Restaurants & Leisure",575.07M
BYD,Boyd Gaming,"Hotels, Restaurants & Leisure",7.35B
CAKE,Cheesecake Factory,"Hotels, Restaurants & Leisure",2.22B
CBRL,Cracker Barrel,"Hotels, Restaurants & Leisure",3.22B
CCL,Carnival,"Hotels, Restaurants & Leisure",26.89B
CHDN,Churchill Downs,"Hotels, Restaurants & Leisure",9.21B
CHH,Choice Hotels International,"Hotels, Restaurants & Leisure",7.90B
CHUY,Chuy's Holdings,"Hotels, Restaurants & Leisure",617.51M
CMG,Chipotle Mexican Grill,"Hotels, Restaurants & Leisure",50.68B
CNTY,Century Casinos,"Hotels, Restaurants & Leisure",461.51M
CPHC,Canterbury Park Holding,"Hotels, Restaurants & Leisure",76.67M
CUK,Carnival,"Hotels, Restaurants & Leisure",24.89B
CZR,Caesars Entertainment,"Hotels, Restaurants & Leisure",23.92B
DENN,Denny's,"Hotels, Restaurants & Leisure",1.04B
DIN,Dine Brands Global,"Hotels, Restaurants & Leisure",1.48B
DKNG,DraftKings,"Hotels, Restaurants & Leisure",19.78B
DPZ,Domino's Pizza,"Hotels, Restaurants & Leisure",17.72B
DRI,Darden Restaurants,"Hotels, Restaurants & Leisure",19.21B
DS,Drive Shack,"Hotels, Restaurants & Leisure",247.71M
DVD,Dover Motorsports,"Hotels, Restaurants & Leisure",82.00M
EAT,Brinker International,"Hotels, Restaurants & Leisure",1.93B
EVRI,Everi Holdings,"Hotels, Restaurants & Leisure",2.25B
FAT,FAT Brands,"Hotels, Restaurants & Leisure",159.51M
FATBB,FAT Brands,"Hotels, Restaurants & Leisure",158.78M
FLL,Full House Resorts,"Hotels, Restaurants & Leisure",352.54M
FRGI,Fiesta Restaurant Group,"Hotels, Restaurants & Leisure",288.41M
FUN,Cedar Fair,"Hotels, Restaurants & Leisure",2.67B
GDEN,Golden Entertainment,"Hotels, Restaurants & Leisure",1.53B
GHG,GreenTree Hospitality Group,"Hotels, Restaurants & Leisure",883.14M
GMBL,Esports Entertainment,"Hotels, Restaurants & Leisure",129.05M
GTIM,Good Times Restaurants,"Hotels, Restaurants & Leisure",62.41M
H,Hyatt Hotels,"Hotels, Restaurants & Leisure",9.42B
HGV,Hilton Grand Vacations,"Hotels, Restaurants & Leisure",6.21B
HLT,Hilton Worldwide,"Hotels, Restaurants & Leisure",40.35B
HTHT,Huazhu Group,"Hotels, Restaurants & Leisure",30.65B
IGT,International Game Technology,"Hotels, Restaurants & Leisure",6.54B
IHG,InterContinental Hotels Group,"Hotels, Restaurants & Leisure",13.15B
INSE,Inspired Entertainment,"Hotels, Restaurants & Leisure",332.68M
JACK,Jack in the Box,"Hotels, Restaurants & Leisure",2.16B
KRUS,Kura Sushi USA,"Hotels, Restaurants & Leisure",440.83M
LIND,Lindblad Expeditions,"Hotels, Restaurants & Leisure",782.62M
LOCO,El Pollo Loco,"Hotels, Restaurants & Leisure",548.83M
LUB,"Luby's, Inc.","Hotels, Restaurants & Leisure",158.26M
LVS,Las Vegas Sands,"Hotels, Restaurants & Leisure",31.34B
MAR,Marriott International,"Hotels, Restaurants & Leisure",52.70B
MCD,McDonald's,"Hotels, Restaurants & Leisure",187.13B
MCRI,Monarch Casino & Resort,"Hotels, Restaurants & Leisure",1.36B
MGM,MGM Resorts,"Hotels, Restaurants & Leisure",23.36B
MLCO,Melco Resorts & Entertainment,"Hotels, Restaurants & Leisure",5.47B
MSC,Studio City International,"Hotels, Restaurants & Leisure",975.41M
MTN,Vail Resorts,"Hotels, Restaurants & Leisure",14.36B
NATH,Nathan's Famous,"Hotels, Restaurants & Leisure",253.64M
NCLH,Norwegian Cruise Line,"Hotels, Restaurants & Leisure",10.02B
NDLS,Noodles & Company,"Hotels, Restaurants & Leisure",561.76M
NGMS,NeoGames,"Hotels, Restaurants & Leisure",990.97M
PBPB,Potbelly Corporation,"Hotels, Restaurants & Leisure",177.17M
PENN,Penn National Gaming,"Hotels, Restaurants & Leisure",12.66B
PLAY,Dave & Buster's,"Hotels, Restaurants & Leisure",1.84B
PLNT,Planet Fitness,"Hotels, Restaurants & Leisure",6.90B
PLYA,Playa Hotels & Resorts,"Hotels, Restaurants & Leisure",1.42B
PZZA,Papa John's,"Hotels, Restaurants & Leisure",4.60B
QSR,Restaurant Brands International,"Hotels, Restaurants & Leisure",18.19B
RAVE,Rave Restaurant Group,"Hotels, Restaurants & Leisure",22.87M
RCL,Royal Caribbean Cruises,"Hotels, Restaurants & Leisure",22.48B
RICK,RCI Hospitality Holdings,"Hotels, Restaurants & Leisure",624.32M
RRGB,Red Robin Gourmet Burgers,"Hotels, Restaurants & Leisure",327.88M
RRR,Red Rock Resorts,"Hotels, Restaurants & Leisure",3.85B
RUTH,Ruth's Hospitality Group,"Hotels, Restaurants & Leisure",661.08M
SBUX,Starbucks,"Hotels, Restaurants & Leisure",129.47B
SEAS,SeaWorld Entertainment,"Hotels, Restaurants & Leisure",5.16B
SGMS,Scientific Games,"Hotels, Restaurants & Leisure",8.26B
SHAK,Shake Shack,"Hotels, Restaurants & Leisure",2.91B
SIX,Six Flags Entertainment,"Hotels, Restaurants & Leisure",3.57B
STKS,ONE Group Hospitality,"Hotels, Restaurants & Leisure",441.98M
TACO,Del Taco Restaurants,"Hotels, Restaurants & Leisure",308.97M
TAST,Carrols Restaurant Group,"Hotels, Restaurants & Leisure",192.28M
TH,Target Hospitality,"Hotels, Restaurants & Leisure",425.64M
TNL,Travel+Leisure,"Hotels, Restaurants & Leisure",4.88B
TOUR,Tuniu Corporation,"Hotels, Restaurants & Leisure",166.75M
TXRH,Texas Roadhouse,"Hotels, Restaurants & Leisure",6.50B
VAC,Marriott Vacations Worldwide,"Hotels, Restaurants & Leisure",6.97B
WEN,Wendy's,"Hotels, Restaurants & Leisure",5.08B
WH,Wyndham Hotels & Resorts,"Hotels, Restaurants & Leisure",7.89B
WING,Wingstop,"Hotels, Restaurants & Leisure",5.17B
WYNN,Wynn Resorts,"Hotels, Restaurants & Leisure",10.84B
YUM,Yum! Brands,"Hotels, Restaurants & Leisure",37.41B
YUMC,Yum China,"Hotels, Restaurants & Leisure",24.69B
EWCZ,European Wax Center,Household & Personal Products,1.02B
HIMS,Hims & Hers Health,Household & Personal Products,1.67B
SKIN,Beauty Health Co.,Household & Personal Products,3.72B
BLD,TopBuild,Household Durables,8.67B
BSET,Bassett Furniture Industries,Household Durables,170.24M
BZH,Beazer Homes USA,Household Durables,574.87M
CCS,Century Communities,Household Durables,2.31B
CHCI,Comstock Holding Companies,Household Durables,36.69M
CTIB,Yunhong CTI,Household Durables,11.60M
CVCO,Cavco Industries,Household Durables,2.24B
DHI,D.R. Horton,Household Durables,32.34B
DXYN,Dixie Group,Household Durables,75.53M
FLXS,Flexsteel Industries,Household Durables,189.70M
GPRO,GoPro,Household Durables,1.35B
GRBK,Green Brick Partners,Household Durables,1.35B
GRMN,Garmin,Household Durables,27.18B
HBB,Hamilton Beach Brands,Household Durables,214.00M
HEAR,Turtle Beach,Household Durables,455.61M
HELE,Helen of Troy,Household Durables,5.42B
HOFT,Hooker Furniture,Household Durables,308.00M
HOV,Hovnanian Enterprises,Household Durables,546.17M
IBP,Installed Building Products,Household Durables,3.93B
IRBT,iRobot Corporation,Household Durables,2.48B
KBH,KB Home,Household Durables,3.64B
KOSS,Koss Corporation,Household Durables,145.24M
LCUT,Lifetime Brands,Household Durables,391.28M
LEG,Leggett & Platt,Household Durables,6.41B
LEGH,Legacy Housing,Household Durables,438.92M
LEN,Lennar,Household Durables,30.62B
LGIH,LGI Homes,Household Durables,3.81B
LIVE,Live Ventures,Household Durables,50.41M
LOVE,Lovesac,Household Durables,1.22B
LZB,La-Z-Boy Incorporated,Household Durables,1.54B
MDC,M.D.C. Holdings,Household Durables,3.54B
MHK,Mohawk Industries,Household Durables,12.67B
MHO,M/I Homes,Household Durables,1.73B
MSN,Emerson Radio,Household Durables,25.88M
MTH,Meritage Homes,Household Durables,4.07B
NEPH,Nephros,Household Durables,77.65M
NTZ,Natuzzi,Household Durables,188.69M
NVFY,Nova Lifestyle,Household Durables,15.78M
NVR,"NVR, Inc.",Household Durables,17.31B
NWL,Newell Brands,Household Durables,10.02B
PFIN,P&F Industries,Household Durables,21.86M
PHM,PulteGroup,Household Durables,12.33B
PRPL,Purple Innovation,Household Durables,1.29B
SKY,Skyline Champion,Household Durables,3.75B
SONO,"Sonos, Inc.",Household Durables,4.37B
SONY,Sony Group,Household Durables,150.37B
TMHC,Taylor Morrison Home,Household Durables,3.88B
TOL,Toll Brothers,Household Durables,7.44B
TPH,TRI Pointe Group,Household Durables,2.74B
TPX,Tempur Sealy International,Household Durables,8.85B
TUP,Tupperware Brands,Household Durables,1.19B
UEIC,Universal Electronics,Household Durables,575.21M
VIOT,Viomi Technology,Household Durables,332.53M
VOXX,VOXX International,Household Durables,284.60M
VUZI,Vuzix,Household Durables,899.07M
VZIO,VIZIO Holding,Household Durables,3.83B
WHR,Whirlpool,Household Durables,13.03B
CENT,Central Garden & Pet,Household Products,2.74B
CENTA,Central Garden & Pet,Household Products,2.73B
CHD,Church & Dwight,Household Products,21.52B
CL,Colgate-Palmolive,Household Products,64.06B
CLX,Clorox,Household Products,20.07B
ENR,Energizer Holdings,Household Products,2.55B
KMB,Kimberly-Clark,Household Products,43.87B
OBCI,Ocean Bio-Chem,Household Products,94.86M
ODC,Oil-Dri Corporation of America,Household Products,258.41M
PG,Procter & Gamble,Household Products,345.18B
SPB,Spectrum Brands Holdings,Household Products,3.99B
WDFC,WD-40 Company,Household Products,3.05B
ACN,Accenture,IT Services,224.43B
ADP,Automatic Data Processing,IT Services,93.74B
ADS,Alliance Data Systems,IT Services,4.52B
AFRM,Affirm Holdings,IT Services,42.40B
AKAM,Akamai Technologies,IT Services,17.16B
ALJJ,ALJ Regional Holdings,IT Services,46.98M
ALYA,Alithya Group,IT Services,235.65M
AVCT,American Virtual Cloud Technologies,IT Services,156.48M
BAH,Booz Allen Hamilton,IT Services,11.84B
BCOV,Brightcove,IT Services,408.44M
BIGC,BigCommerce,IT Services,3.33B
BKI,Black Knight,IT Services,11.11B
BR,Broadridge Financial Solutions,IT Services,20.61B
CACI,CACI International,IT Services,6.82B
CASS,Cass Information Systems,IT Services,608.59M
CLPS,CLPS Inc.,IT Services,62.43M
CNDT,Conduent,IT Services,1.51B
CNXC,Concentrix,IT Services,9.40B
CSGS,CSG Systems International,IT Services,1.67B
CSPI,CSP Inc.,IT Services,37.47M
CTG,Computer Task Group,IT Services,119.56M
CTSH,Cognizant,IT Services,40.97B
CXDO,Crexendo,IT Services,115.34M
DAVA,Endava,IT Services,9.93B
DOX,Amdocs,IT Services,9.89B
DXC,DXC Technology,IT Services,8.41B
EEFT,Euronet Worldwide,IT Services,6.13B
EPAM,EPAM Systems,IT Services,37.36B
EVOP,EVO Payments,IT Services,1.05B
EVTC,Evertec,IT Services,3.36B
EXLS,ExlService Holdings,IT Services,4.12B
FIS,Fidelity National Information Services,IT Services,70.42B
FISV,Fiserv,IT Services,67.54B
FLT,FleetCor Technologies,IT Services,20.67B
FORTY,Formula Systems (1985) Ltd.,IT Services,1.72B
FOUR,Shift4 Payments,IT Services,5.29B
FSLY,Fastly,IT Services,6.00B
G,Genpact,IT Services,9.28B
GDDY,GoDaddy,IT Services,11.72B
GDS,GDS Holdings,IT Services,11.82B
GDYN,Grid Dynamics Holdings,IT Services,1.81B
GIB,"CGI, Inc",IT Services,21.93B
GPN,Global Payments,IT Services,42.83B
GSKY,GreenSky,IT Services,1.00B
HCKT,Hackett Group,IT Services,629.05M
HUGE,FSD Pharma,IT Services,56.81M
IBM,International Business Machines,IT Services,113.19B
III,Information Services Group,IT Services,388.68M
IIIV,i3 Verticals,IT Services,496.07M
IMXI,International Money Express,IT Services,654.54M
INFY,Infosys,IT Services,94.23B
INOD,Innodata,IT Services,293.77M
INPX,Inpixon,IT Services,100.95M
IT,Gartner,IT Services,27.47B
JKHY,Jack Henry & Associates,IT Services,12.29B
KBR,"KBR, Inc.",IT Services,5.94B
KC,Kingsoft Cloud Holdings,IT Services,5.92B
LDOS,Leidos Holdings,IT Services,14.32B
LLNW,Limelight Networks,IT Services,417.58M
MA,Mastercard,IT Services,328.22B
MANT,ManTech International,IT Services,3.57B
MARA,Marathon Digital Holdings,IT Services,5.53B
MDB,MongoDB,IT Services,32.97B
MGI,MoneyGram International,IT Services,560.02M
MMS,Maximus,IT Services,5.32B
OKTA,"Okta, Inc",IT Services,38.70B
PAGS,PagSeguro Digital,IT Services,12.00B
PAYS,PaySign,IT Services,140.56M
PAYX,Paychex,IT Services,43.85B
PFSW,PFSweb,IT Services,274.72M
PRFT,Perficient,IT Services,4.08B
PRTH,Priority Technology,IT Services,405.94M
PYPL,PayPal,IT Services,271.76B
QIWI,Qiwi PLC,IT Services,566.93M
RAMP,LiveRamp Holdings,IT Services,3.73B
RPAY,Repay Holdings,IT Services,1.93B
RSSS,Research Solutions,IT Services,68.23M
SABR,Sabre Corporation,IT Services,3.48B
SAIC,Science Applications International,IT Services,5.27B
SHOP,Shopify,IT Services,190.31B
SNOW,Snowflake,IT Services,107.64B
SQ,Square,IT Services,117.39B
SREV,ServiceSource International,IT Services,127.24M
SRT,Startek,IT Services,234.60M
STCN,Steel Connect,IT Services,113.57M
STNE,StoneCo,IT Services,10.47B
SWCH,"Switch, Inc.",IT Services,3.60B
TAOP,Taoping,IT Services,47.61M
TCX,Tucows,IT Services,884.47M
TSRI,"TSR, Inc.",IT Services,19.52M
TTEC,TTEC Holdings,IT Services,4.56B
TWLO,Twilio,IT Services,53.61B
UEPS,Net 1 UEPS Technologies,IT Services,325.45M
UIS,Unisys,IT Services,1.72B
USIO,"Usio, Inc.",IT Services,161.66M
V,"Visa, Inc",IT Services,463.78B
VNET,21Vianet Group,IT Services,2.47B
VRRM,Verra Mobility,IT Services,2.42B
VRSN,VeriSign,IT Services,24.78B
WEX,WEX Inc.,IT Services,6.88B
WIT,Wipro,IT Services,49.01B
WIX,Wix.com,IT Services,10.94B
WNS,WNS (Holdings) Limited,IT Services,4.37B
WU,Western Union,IT Services,7.63B
WYY,WidePoint,IT Services,49.23M
XELA,Exela Technologies,IT Services,342.37M
AES,AES Corporation,Independent Power and Renewable Elect...,16.91B
AY,Atlantica Sustainable Infrastructure,Independent Power and Renewable Elect...,4.44B
AZRE,Azure Power Global,Independent Power and Renewable Elect...,1.17B
BEP,Brookfield Renewable Partners,Independent Power and Renewable Elect...,11.21B
BEPC,Brookfield Renewable Corporation,Independent Power and Renewable Elect...,7.34B
CEPU,Central Puerto,Independent Power and Renewable Elect...,542.09M
CWEN,Clearway Energy,Independent Power and Renewable Elect...,4.14B
CWEN.A,Clearway Energy,Independent Power and Renewable Elect...,4.12B
DYN,Dyne Therapeutics,Independent Power and Renewable Elect...,745.08M
ELLO,Ellomay Capital,Independent Power and Renewable Elect...,394.68M
HNP,Huaneng Power International,Independent Power and Renewable Elect...,8.09B
KEN,Kenon Holdings,Independent Power and Renewable Elect...,2.29B
NEP,NextEra Energy Partners,Independent Power and Renewable Elect...,6.67B
NOVA,Sunnova Energy,Independent Power and Renewable Elect...,4.94B
NRG,NRG Energy,Independent Power and Renewable Elect...,9.90B
ORA,Ormat Technologies,Independent Power and Renewable Elect...,4.19B
TAC,TransAlta,Independent Power and Renewable Elect...,3.05B
VST,Vistra Energy,Independent Power and Renewable Elect...,9.66B
VVPR,VivoPower International,Independent Power and Renewable Elect...,106.72M
CSL,Carlisle Companies,Industrial Conglomerates,11.81B
GE,General Electric,Industrial Conglomerates,116.66B
HON,Honeywell,Industrial Conglomerates,151.29B
IEP,Icahn Enterprises,Industrial Conglomerates,15.23B
MMM,3M Company,Industrial Conglomerates,103.48B
RAVN,Raven Industries,Industrial Conglomerates,2.08B
ROP,Roper Technologies,Industrial Conglomerates,50.52B
SPLP,Steel Partners Holdings,Industrial Conglomerates,629.72M
CNM,Core & Main,Industrial Distribution,6.83B
FERG,Ferguson,Industrial Distribution,34.06B
BTCM,BIT Mining,Information Technology Services,625.17M
CD,Chindata Group,Information Technology Services,3.67B
CTLP,Cantaloupe,Information Technology Services,904.43M
CYXT,Cyxtera Technologies,Information Technology Services,1.65B
DTST,Data Storage Corporation,Information Technology Services,27.23M
FLYW,Flywire,Information Technology Services,4.96B
